Column_Data_00
    step        time[-]          F_x           F_y           F_z
     773   2.415625e+00  -1.5525e-03    0.0000e+00    9.3250e-04
     774   2.418750e+00  -1.5528e-03    0.0000e+00    9.3359e-04
     775   2.421875e+00  -1.5530e-03    0.0000e+00    9.3469e-04
     776   2.425000e+00  -1.5533e-03    0.0000e+00    9.3578e-04
     777   2.428125e+00  -1.5535e-03    0.0000e+00    9.3688e-04
     778   2.431250e+00  -1.5538e-03    0.0000e+00    9.3798e-04
     779   2.434375e+00  -1.5541e-03    0.0000e+00    9.3907e-04
     780   2.437500e+00  -1.5543e-03    0.0000e+00    9.4017e-04
     781   2.440625e+00  -1.5546e-03    0.0000e+00    9.4127e-04
     782   2.443750e+00  -1.5549e-03    0.0000e+00    9.4236e-04
     783   2.446875e+00  -1.5552e-03    0.0000e+00    9.4346e-04
     784   2.450000e+00  -1.5555e-03    0.0000e+00    9.4456e-04
     785   2.453125e+00  -1.5557e-03    0.0000e+00    9.4566e-04
     786   2.456250e+00  -1.5560e-03    0.0000e+00    9.4676e-04
     787   2.459375e+00  -1.5563e-03    0.0000e+00    9.4786e-04
     788   2.462500e+00  -1.5566e-03    0.0000e+00    9.4896e-04
     789   2.465625e+00  -1.5569e-03    0.0000e+00    9.5006e-04
     790   2.468750e+00  -1.5572e-03    0.0000e+00    9.5116e-04
     791   2.471875e+00  -1.5575e-03    0.0000e+00    9.5226e-04
     792   2.475000e+00  -1.5578e-03    0.0000e+00    9.5336e-04
     793   2.478125e+00  -1.5582e-03    0.0000e+00    9.5446e-04
     794   2.481250e+00  -1.5585e-03    0.0000e+00    9.5556e-04
     795   2.484375e+00  -1.5588e-03    0.0000e+00    9.5666e-04
     796   2.487500e+00  -1.5591e-03    0.0000e+00    9.5776e-04
     797   2.490625e+00  -1.5594e-03    0.0000e+00    9.5887e-04
     798   2.493750e+00  -1.5598e-03    0.0000e+00    9.5997e-04
     799   2.496875e+00  -1.5601e-03    0.0000e+00    9.6107e-04
     800   2.500000e+00  -1.5604e-03    0.0000e+00    9.6218e-04
     801   2.503125e+00  -1.5608e-03    0.0000e+00    9.6328e-04
     802   2.506250e+00  -1.5611e-03    0.0000e+00    9.6438e-04
     803   2.509375e+00  -1.5614e-03    0.0000e+00    9.6549e-04
     804   2.512500e+00  -1.5618e-03    0.0000e+00    9.6659e-04
     805   2.515625e+00  -1.5621e-03    0.0000e+00    9.6770e-04
     806   2.518750e+00  -1.5625e-03    0.0000e+00    9.6880e-04
     807   2.521875e+00  -1.5628e-03    0.0000e+00    9.6991e-04
     808   2.525000e+00  -1.5632e-03    0.0000e+00    9.7101e-04
     809   2.528125e+00  -1.5635e-03    0.0000e+00    9.7212e-04
     810   2.531250e+00  -1.5639e-03    0.0000e+00    9.7322e-04
     811   2.534375e+00  -1.5643e-03    0.0000e+00    9.7433e-04
     812   2.537500e+00  -1.5646e-03    0.0000e+00    9.7543e-04
     813   2.540625e+00  -1.5650e-03    0.0000e+00    9.7654e-04
     814   2.543750e+00  -1.5654e-03    0.0000e+00    9.7765e-04
     815   2.546875e+00  -1.5657e-03    0.0000e+00    9.7875e-04
     816   2.550000e+00  -1.5661e-03    0.0000e+00    9.7986e-04
     817   2.553125e+00  -1.5665e-03    0.0000e+00    9.8097e-04
     818   2.556250e+00  -1.5669e-03    0.0000e+00    9.8207e-04
     819   2.559375e+00  -1.5673e-03    0.0000e+00    9.8318e-04
     820   2.562500e+00  -1.5676e-03    0.0000e+00    9.8429e-04
     821   2.565625e+00  -1.5680e-03    0.0000e+00    9.8539e-04
     822   2.568750e+00  -1.5684e-03    0.0000e+00    9.8650e-04
     823   2.571875e+00  -1.5688e-03    0.0000e+00    9.8761e-04
     824   2.575000e+00  -1.5692e-03    0.0000e+00    9.8872e-04
     825   2.578125e+00  -1.5696e-03    0.0000e+00    9.8983e-04
     826   2.581250e+00  -1.5700e-03    0.0000e+00    9.9093e-04
     827   2.584375e+00  -1.5704e-03    0.0000e+00    9.9204e-04
     828   2.587500e+00  -1.5708e-03    0.0000e+00    9.9315e-04
     829   2.590625e+00  -1.5712e-03    0.0000e+00    9.9426e-04
     830   2.593750e+00  -1.5716e-03    0.0000e+00    9.9537e-04
     831   2.596875e+00  -1.5720e-03    0.0000e+00    9.9647e-04
     832   2.600000e+00  -1.5725e-03    0.0000e+00    9.9758e-04
     833   2.603125e+00  -1.5729e-03    0.0000e+00    9.9869e-04
     834   2.606250e+00  -1.5733e-03    0.0000e+00    9.9980e-04
     835   2.609375e+00  -1.5737e-03    0.0000e+00    1.0009e-03
     836   2.612500e+00  -1.5741e-03    0.0000e+00    1.0020e-03
     837   2.615625e+00  -1.5746e-03    0.0000e+00    1.0031e-03
     838   2.618750e+00  -1.5750e-03    0.0000e+00    1.0042e-03
     839   2.621875e+00  -1.5754e-03    0.0000e+00    1.0053e-03
     840   2.625000e+00  -1.5759e-03    0.0000e+00    1.0064e-03
     841   2.628125e+00  -1.5763e-03    0.0000e+00    1.0076e-03
     842   2.631250e+00  -1.5767e-03    0.0000e+00    1.0087e-03
     843   2.634375e+00  -1.5772e-03    0.0000e+00    1.0098e-03
     844   2.637500e+00  -1.5776e-03    0.0000e+00    1.0109e-03
     845   2.640625e+00  -1.5781e-03    0.0000e+00    1.0120e-03
     846   2.643750e+00  -1.5785e-03    0.0000e+00    1.0131e-03
     847   2.646875e+00  -1.5789e-03    0.0000e+00    1.0142e-03
     848   2.650000e+00  -1.5794e-03    0.0000e+00    1.0153e-03
     849   2.653125e+00  -1.5798e-03    0.0000e+00    1.0164e-03
     850   2.656250e+00  -1.5803e-03    0.0000e+00    1.0175e-03
     851   2.659375e+00  -1.5808e-03    0.0000e+00    1.0186e-03
     852   2.662500e+00  -1.5812e-03    0.0000e+00    1.0197e-03
     853   2.665625e+00  -1.5817e-03    0.0000e+00    1.0208e-03
     854   2.668750e+00  -1.5821e-03    0.0000e+00    1.0220e-03
     855   2.671875e+00  -1.5826e-03    0.0000e+00    1.0231e-03
     856   2.675000e+00  -1.5831e-03    0.0000e+00    1.0242e-03
     857   2.678125e+00  -1.5835e-03    0.0000e+00    1.0253e-03
     858   2.681250e+00  -1.5840e-03    0.0000e+00    1.0264e-03
     859   2.684375e+00  -1.5845e-03    0.0000e+00    1.0275e-03
     860   2.687500e+00  -1.5849e-03    0.0000e+00    1.0286e-03
     861   2.690625e+00  -1.5854e-03    0.0000e+00    1.0297e-03
     862   2.693750e+00  -1.5859e-03    0.0000e+00    1.0308e-03
     863   2.696875e+00  -1.5864e-03    0.0000e+00    1.0319e-03
     864   2.700000e+00  -1.5868e-03    0.0000e+00    1.0330e-03
     865   2.703125e+00  -1.5873e-03    0.0000e+00    1.0341e-03
     866   2.706250e+00  -1.5878e-03    0.0000e+00    1.0352e-03
     867   2.709375e+00  -1.5883e-03    0.0000e+00    1.0363e-03
     868   2.712500e+00  -1.5888e-03    0.0000e+00    1.0374e-03
     869   2.715625e+00  -1.5893e-03    0.0000e+00    1.0385e-03
     870   2.718750e+00  -1.5898e-03    0.0000e+00    1.0396e-03
     871   2.721875e+00  -1.5903e-03    0.0000e+00    1.0407e-03
     872   2.725000e+00  -1.5907e-03    0.0000e+00    1.0418e-03
     873   2.728125e+00  -1.5912e-03    0.0000e+00    1.0430e-03
     874   2.731250e+00  -1.5917e-03    0.0000e+00    1.0441e-03
     875   2.734375e+00  -1.5922e-03    0.0000e+00    1.0452e-03
     876   2.737500e+00  -1.5927e-03    0.0000e+00    1.0463e-03
     877   2.740625e+00  -1.5932e-03    0.0000e+00    1.0474e-03
     878   2.743750e+00  -1.5937e-03    0.0000e+00    1.0485e-03
     879   2.746875e+00  -1.5942e-03    0.0000e+00    1.0496e-03
     880   2.750000e+00  -1.5948e-03    0.0000e+00    1.0507e-03
     881   2.753125e+00  -1.5953e-03    0.0000e+00    1.0518e-03
     882   2.756250e+00  -1.5958e-03    0.0000e+00    1.0529e-03
     883   2.759375e+00  -1.5963e-03    0.0000e+00    1.0540e-03
     884   2.762500e+00  -1.5968e-03    0.0000e+00    1.0551e-03
     885   2.765625e+00  -1.5973e-03    0.0000e+00    1.0562e-03
     886   2.768750e+00  -1.5978e-03    0.0000e+00    1.0573e-03
     887   2.771875e+00  -1.5983e-03    0.0000e+00    1.0583e-03
     888   2.775000e+00  -1.5989e-03    0.0000e+00    1.0594e-03
     889   2.778125e+00  -1.5994e-03    0.0000e+00    1.0605e-03
     890   2.781250e+00  -1.5999e-03    0.0000e+00    1.0616e-03
     891   2.784375e+00  -1.6004e-03    0.0000e+00    1.0627e-03
     892   2.787500e+00  -1.6009e-03    0.0000e+00    1.0638e-03
     893   2.790625e+00  -1.6015e-03    0.0000e+00    1.0649e-03
     894   2.793750e+00  -1.6020e-03    0.0000e+00    1.0660e-03
     895   2.796875e+00  -1.6025e-03    0.0000e+00    1.0671e-03
     896   2.800000e+00  -1.6031e-03    0.0000e+00    1.0682e-03
     897   2.803125e+00  -1.6036e-03    0.0000e+00    1.0693e-03
     898   2.806250e+00  -1.6041e-03    0.0000e+00    1.0704e-03
     899   2.809375e+00  -1.6046e-03    0.0000e+00    1.0715e-03
     900   2.812500e+00  -1.6052e-03    0.0000e+00    1.0726e-03
     901   2.815625e+00  -1.6057e-03    0.0000e+00    1.0737e-03
     902   2.818750e+00  -1.6063e-03    0.0000e+00    1.0747e-03
     903   2.821875e+00  -1.6068e-03    0.0000e+00    1.0758e-03
     904   2.825000e+00  -1.6073e-03    0.0000e+00    1.0769e-03
     905   2.828125e+00  -1.6079e-03    0.0000e+00    1.0780e-03
     906   2.831250e+00  -1.6084e-03    0.0000e+00    1.0791e-03
     907   2.834375e+00  -1.6090e-03    0.0000e+00    1.0802e-03
     908   2.837500e+00  -1.6095e-03    0.0000e+00    1.0813e-03
     909   2.840625e+00  -1.6100e-03    0.0000e+00    1.0823e-03
     910   2.843750e+00  -1.6106e-03    0.0000e+00    1.0834e-03
     911   2.846875e+00  -1.6111e-03    0.0000e+00    1.0845e-03
     912   2.850000e+00  -1.6117e-03    0.0000e+00    1.0856e-03
     913   2.853125e+00  -1.6122e-03    0.0000e+00    1.0867e-03
     914   2.856250e+00  -1.6128e-03    0.0000e+00    1.0878e-03
     915   2.859375e+00  -1.6133e-03    0.0000e+00    1.0888e-03
     916   2.862500e+00  -1.6139e-03    0.0000e+00    1.0899e-03
     917   2.865625e+00  -1.6144e-03    0.0000e+00    1.0910e-03
     918   2.868750e+00  -1.6150e-03    0.0000e+00    1.0921e-03
     919   2.871875e+00  -1.6156e-03    0.0000e+00    1.0932e-03
     920   2.875000e+00  -1.6161e-03    0.0000e+00    1.0942e-03
     921   2.878125e+00  -1.6167e-03    0.0000e+00    1.0953e-03
     922   2.881250e+00  -1.6172e-03    0.0000e+00    1.0964e-03
     923   2.884375e+00  -1.6178e-03    0.0000e+00    1.0975e-03
     924   2.887500e+00  -1.6183e-03    0.0000e+00    1.0985e-03
     925   2.890625e+00  -1.6189e-03    0.0000e+00    1.0996e-03
     926   2.893750e+00  -1.6195e-03    0.0000e+00    1.1007e-03
     927   2.896875e+00  -1.6200e-03    0.0000e+00    1.1017e-03
     928   2.900000e+00  -1.6206e-03    0.0000e+00    1.1028e-03
     929   2.903125e+00  -1.6212e-03    0.0000e+00    1.1039e-03
     930   2.906250e+00  -1.6217e-03    0.0000e+00    1.1050e-03
     931   2.909375e+00  -1.6223e-03    0.0000e+00    1.1060e-03
     932   2.912500e+00  -1.6229e-03    0.0000e+00    1.1071e-03
     933   2.915625e+00  -1.6234e-03    0.0000e+00    1.1081e-03
     934   2.918750e+00  -1.6240e-03    0.0000e+00    1.1092e-03
     935   2.921875e+00  -1.6246e-03    0.0000e+00    1.1103e-03
     936   2.925000e+00  -1.6251e-03    0.0000e+00    1.1113e-03
     937   2.928125e+00  -1.6257e-03    0.0000e+00    1.1124e-03
     938   2.931250e+00  -1.6263e-03    0.0000e+00    1.1135e-03
     939   2.934375e+00  -1.6269e-03    0.0000e+00    1.1145e-03
     940   2.937500e+00  -1.6274e-03    0.0000e+00    1.1156e-03
     941   2.940625e+00  -1.6280e-03    0.0000e+00    1.1166e-03
     942   2.943750e+00  -1.6286e-03    0.0000e+00    1.1177e-03
     943   2.946875e+00  -1.6292e-03    0.0000e+00    1.1187e-03
     944   2.950000e+00  -1.6297e-03    0.0000e+00    1.1198e-03
     945   2.953125e+00  -1.6303e-03    0.0000e+00    1.1209e-03
     946   2.956250e+00  -1.6309e-03    0.0000e+00    1.1219e-03
     947   2.959375e+00  -1.6315e-03    0.0000e+00    1.1230e-03
     948   2.962500e+00  -1.6320e-03    0.0000e+00    1.1240e-03
     949   2.965625e+00  -1.6326e-03    0.0000e+00    1.1251e-03
     950   2.968750e+00  -1.6332e-03    0.0000e+00    1.1261e-03
     951   2.971875e+00  -1.6338e-03    0.0000e+00    1.1271e-03
     952   2.975000e+00  -1.6344e-03    0.0000e+00    1.1282e-03
     953   2.978125e+00  -1.6350e-03    0.0000e+00    1.1292e-03
     954   2.981250e+00  -1.6355e-03    0.0000e+00    1.1303e-03
     955   2.984375e+00  -1.6361e-03    0.0000e+00    1.1313e-03
     956   2.987500e+00  -1.6367e-03    0.0000e+00    1.1324e-03
     957   2.990625e+00  -1.6373e-03    0.0000e+00    1.1334e-03
     958   2.993750e+00  -1.6379e-03    0.0000e+00    1.1344e-03
     959   2.996875e+00  -1.6385e-03    0.0000e+00    1.1355e-03
     960   3.000000e+00  -1.6390e-03    0.0000e+00    1.1365e-03
     961   3.003125e+00  -1.6396e-03    0.0000e+00    1.1375e-03
     962   3.006250e+00  -1.6402e-03    0.0000e+00    1.1386e-03
     963   3.009375e+00  -1.6408e-03    0.0000e+00    1.1396e-03
     964   3.012500e+00  -1.6414e-03    0.0000e+00    1.1406e-03
     965   3.015625e+00  -1.6420e-03    0.0000e+00    1.1417e-03
     966   3.018750e+00  -1.6426e-03    0.0000e+00    1.1427e-03
     967   3.021875e+00  -1.6432e-03    0.0000e+00    1.1437e-03
     968   3.025000e+00  -1.6437e-03    0.0000e+00    1.1448e-03
     969   3.028125e+00  -1.6443e-03    0.0000e+00    1.1458e-03
     970   3.031250e+00  -1.6449e-03    0.0000e+00    1.1468e-03
     971   3.034375e+00  -1.6455e-03    0.0000e+00    1.1478e-03
     972   3.037500e+00  -1.6461e-03    0.0000e+00    1.1488e-03
     973   3.040625e+00  -1.6467e-03    0.0000e+00    1.1499e-03
     974   3.043750e+00  -1.6473e-03    0.0000e+00    1.1509e-03
     975   3.046875e+00  -1.6479e-03    0.0000e+00    1.1519e-03
     976   3.050000e+00  -1.6485e-03    0.0000e+00    1.1529e-03
     977   3.053125e+00  -1.6491e-03    0.0000e+00    1.1539e-03
     978   3.056250e+00  -1.6496e-03    0.0000e+00    1.1549e-03
     979   3.059375e+00  -1.6502e-03    0.0000e+00    1.1559e-03
     980   3.062500e+00  -1.6508e-03    0.0000e+00    1.1570e-03
     981   3.065625e+00  -1.6514e-03    0.0000e+00    1.1580e-03
     982   3.068750e+00  -1.6520e-03    0.0000e+00    1.1590e-03
     983   3.071875e+00  -1.6526e-03    0.0000e+00    1.1600e-03
     984   3.075000e+00  -1.6532e-03    0.0000e+00    1.1610e-03
     985   3.078125e+00  -1.6538e-03    0.0000e+00    1.1620e-03
     986   3.081250e+00  -1.6544e-03    0.0000e+00    1.1630e-03
     987   3.084375e+00  -1.6550e-03    0.0000e+00    1.1640e-03
     988   3.087500e+00  -1.6556e-03    0.0000e+00    1.1650e-03
     989   3.090625e+00  -1.6562e-03    0.0000e+00    1.1660e-03
     990   3.093750e+00  -1.6568e-03    0.0000e+00    1.1670e-03
     991   3.096875e+00  -1.6574e-03    0.0000e+00    1.1680e-03
     992   3.100000e+00  -1.6579e-03    0.0000e+00    1.1689e-03
     993   3.103125e+00  -1.6585e-03    0.0000e+00    1.1699e-03
     994   3.106250e+00  -1.6591e-03    0.0000e+00    1.1709e-03
     995   3.109375e+00  -1.6597e-03    0.0000e+00    1.1719e-03
     996   3.112500e+00  -1.6603e-03    0.0000e+00    1.1729e-03
     997   3.115625e+00  -1.6609e-03    0.0000e+00    1.1739e-03
     998   3.118750e+00  -1.6615e-03    0.0000e+00    1.1749e-03
     999   3.121875e+00  -1.6621e-03    0.0000e+00    1.1758e-03
    1000   3.125000e+00  -1.6627e-03    0.0000e+00    1.1768e-03
