Column_Data_00
    step        time[-]          F_x           F_y           F_z
     385   1.203125e+00  -2.0933e-03    0.0000e+00    4.5020e-04
     386   1.206250e+00  -2.0888e-03    0.0000e+00    4.5219e-04
     387   1.209375e+00  -2.0843e-03    0.0000e+00    4.5417e-04
     388   1.212500e+00  -2.0798e-03    0.0000e+00    4.5614e-04
     389   1.215625e+00  -2.0753e-03    0.0000e+00    4.5810e-04
     390   1.218750e+00  -2.0709e-03    0.0000e+00    4.6006e-04
     391   1.221875e+00  -2.0665e-03    0.0000e+00    4.6202e-04
     392   1.225000e+00  -2.0621e-03    0.0000e+00    4.6396e-04
     393   1.228125e+00  -2.0578e-03    0.0000e+00    4.6590e-04
     394   1.231250e+00  -2.0535e-03    0.0000e+00    4.6783e-04
     395   1.234375e+00  -2.0492e-03    0.0000e+00    4.6975e-04
     396   1.237500e+00  -2.0449e-03    0.0000e+00    4.7167e-04
     397   1.240625e+00  -2.0407e-03    0.0000e+00    4.7358e-04
     398   1.243750e+00  -2.0365e-03    0.0000e+00    4.7549e-04
     399   1.246875e+00  -2.0323e-03    0.0000e+00    4.7738e-04
     400   1.250000e+00  -2.0281e-03    0.0000e+00    4.7927e-04
     401   1.253125e+00  -2.0240e-03    0.0000e+00    4.8116e-04
     402   1.256250e+00  -2.0199e-03    0.0000e+00    4.8303e-04
     403   1.259375e+00  -2.0158e-03    0.0000e+00    4.8490e-04
     404   1.262500e+00  -2.0117e-03    0.0000e+00    4.8676e-04
     405   1.265625e+00  -2.0077e-03    0.0000e+00    4.8862e-04
     406   1.268750e+00  -2.0037e-03    0.0000e+00    4.9046e-04
     407   1.271875e+00  -1.9997e-03    0.0000e+00    4.9231e-04
     408   1.275000e+00  -1.9957e-03    0.0000e+00    4.9414e-04
     409   1.278125e+00  -1.9918e-03    0.0000e+00    4.9597e-04
     410   1.281250e+00  -1.9879e-03    0.0000e+00    4.9779e-04
     411   1.284375e+00  -1.9840e-03    0.0000e+00    4.9960e-04
     412   1.287500e+00  -1.9801e-03    0.0000e+00    5.0141e-04
     413   1.290625e+00  -1.9763e-03    0.0000e+00    5.0321e-04
     414   1.293750e+00  -1.9725e-03    0.0000e+00    5.0501e-04
     415   1.296875e+00  -1.9687e-03    0.0000e+00    5.0679e-04
     416   1.300000e+00  -1.9649e-03    0.0000e+00    5.0857e-04
     417   1.303125e+00  -1.9611e-03    0.0000e+00    5.1035e-04
     418   1.306250e+00  -1.9574e-03    0.0000e+00    5.1212e-04
     419   1.309375e+00  -1.9537e-03    0.0000e+00    5.1388e-04
     420   1.312500e+00  -1.9501e-03    0.0000e+00    5.1563e-04
     421   1.315625e+00  -1.9464e-03    0.0000e+00    5.1738e-04
     422   1.318750e+00  -1.9428e-03    0.0000e+00    5.1912e-04
     423   1.321875e+00  -1.9392e-03    0.0000e+00    5.2085e-04
     424   1.325000e+00  -1.9356e-03    0.0000e+00    5.2258e-04
     425   1.328125e+00  -1.9320e-03    0.0000e+00    5.2430e-04
     426   1.331250e+00  -1.9285e-03    0.0000e+00    5.2601e-04
     427   1.334375e+00  -1.9250e-03    0.0000e+00    5.2772e-04
     428   1.337500e+00  -1.9215e-03    0.0000e+00    5.2942e-04
     429   1.340625e+00  -1.9180e-03    0.0000e+00    5.3111e-04
     430   1.343750e+00  -1.9146e-03    0.0000e+00    5.3280e-04
     431   1.346875e+00  -1.9112e-03    0.0000e+00    5.3448e-04
     432   1.350000e+00  -1.9078e-03    0.0000e+00    5.3616e-04
     433   1.353125e+00  -1.9044e-03    0.0000e+00    5.3783e-04
     434   1.356250e+00  -1.9010e-03    0.0000e+00    5.3949e-04
     435   1.359375e+00  -1.8977e-03    0.0000e+00    5.4114e-04
     436   1.362500e+00  -1.8944e-03    0.0000e+00    5.4279e-04
     437   1.365625e+00  -1.8911e-03    0.0000e+00    5.4444e-04
     438   1.368750e+00  -1.8878e-03    0.0000e+00    5.4607e-04
     439   1.371875e+00  -1.8846e-03    0.0000e+00    5.4770e-04
     440   1.375000e+00  -1.8813e-03    0.0000e+00    5.4933e-04
     441   1.378125e+00  -1.8781e-03    0.0000e+00    5.5094e-04
     442   1.381250e+00  -1.8750e-03    0.0000e+00    5.5255e-04
     443   1.384375e+00  -1.8718e-03    0.0000e+00    5.5416e-04
     444   1.387500e+00  -1.8686e-03    0.0000e+00    5.5576e-04
     445   1.390625e+00  -1.8655e-03    0.0000e+00    5.5735e-04
     446   1.393750e+00  -1.8624e-03    0.0000e+00    5.5894e-04
     447   1.396875e+00  -1.8594e-03    0.0000e+00    5.6052e-04
     448   1.400000e+00  -1.8563e-03    0.0000e+00    5.6209e-04
     449   1.403125e+00  -1.8533e-03    0.0000e+00    5.6366e-04
     450   1.406250e+00  -1.8502e-03    0.0000e+00    5.6522e-04
     451   1.409375e+00  -1.8473e-03    0.0000e+00    5.6677e-04
     452   1.412500e+00  -1.8443e-03    0.0000e+00    5.6832e-04
     453   1.415625e+00  -1.8413e-03    0.0000e+00    5.6987e-04
     454   1.418750e+00  -1.8384e-03    0.0000e+00    5.7140e-04
     455   1.421875e+00  -1.8355e-03    0.0000e+00    5.7294e-04
     456   1.425000e+00  -1.8326e-03    0.0000e+00    5.7446e-04
     457   1.428125e+00  -1.8297e-03    0.0000e+00    5.7598e-04
     458   1.431250e+00  -1.8269e-03    0.0000e+00    5.7749e-04
     459   1.434375e+00  -1.8240e-03    0.0000e+00    5.7900e-04
     460   1.437500e+00  -1.8212e-03    0.0000e+00    5.8050e-04
     461   1.440625e+00  -1.8184e-03    0.0000e+00    5.8200e-04
     462   1.443750e+00  -1.8156e-03    0.0000e+00    5.8349e-04
     463   1.446875e+00  -1.8129e-03    0.0000e+00    5.8498e-04
     464   1.450000e+00  -1.8101e-03    0.0000e+00    5.8645e-04
     465   1.453125e+00  -1.8074e-03    0.0000e+00    5.8793e-04
     466   1.456250e+00  -1.8047e-03    0.0000e+00    5.8939e-04
     467   1.459375e+00  -1.8021e-03    0.0000e+00    5.9086e-04
     468   1.462500e+00  -1.7994e-03    0.0000e+00    5.9231e-04
     469   1.465625e+00  -1.7968e-03    0.0000e+00    5.9376e-04
     470   1.468750e+00  -1.7941e-03    0.0000e+00    5.9521e-04
     471   1.471875e+00  -1.7915e-03    0.0000e+00    5.9665e-04
     472   1.475000e+00  -1.7889e-03    0.0000e+00    5.9808e-04
     473   1.478125e+00  -1.7864e-03    0.0000e+00    5.9951e-04
     474   1.481250e+00  -1.7838e-03    0.0000e+00    6.0094e-04
     475   1.484375e+00  -1.7813e-03    0.0000e+00    6.0235e-04
     476   1.487500e+00  -1.7788e-03    0.0000e+00    6.0377e-04
     477   1.490625e+00  -1.7763e-03    0.0000e+00    6.0517e-04
     478   1.493750e+00  -1.7738e-03    0.0000e+00    6.0658e-04
     479   1.496875e+00  -1.7714e-03    0.0000e+00    6.0797e-04
     480   1.500000e+00  -1.7689e-03    0.0000e+00    6.0936e-04
     481   1.503125e+00  -1.7665e-03    0.0000e+00    6.1075e-04
     482   1.506250e+00  -1.7641e-03    0.0000e+00    6.1213e-04
     483   1.509375e+00  -1.7617e-03    0.0000e+00    6.1351e-04
     484   1.512500e+00  -1.7594e-03    0.0000e+00    6.1488e-04
     485   1.515625e+00  -1.7570e-03    0.0000e+00    6.1625e-04
     486   1.518750e+00  -1.7547e-03    0.0000e+00    6.1761e-04
     487   1.521875e+00  -1.7524e-03    0.0000e+00    6.1896e-04
     488   1.525000e+00  -1.7501e-03    0.0000e+00    6.2031e-04
     489   1.528125e+00  -1.7478e-03    0.0000e+00    6.2166e-04
     490   1.531250e+00  -1.7455e-03    0.0000e+00    6.2300e-04
     491   1.534375e+00  -1.7433e-03    0.0000e+00    6.2434e-04
     492   1.537500e+00  -1.7410e-03    0.0000e+00    6.2567e-04
     493   1.540625e+00  -1.7388e-03    0.0000e+00    6.2700e-04
     494   1.543750e+00  -1.7366e-03    0.0000e+00    6.2832e-04
     495   1.546875e+00  -1.7345e-03    0.0000e+00    6.2964e-04
     496   1.550000e+00  -1.7323e-03    0.0000e+00    6.3095e-04
     497   1.553125e+00  -1.7301e-03    0.0000e+00    6.3226e-04
     498   1.556250e+00  -1.7280e-03    0.0000e+00    6.3357e-04
     499   1.559375e+00  -1.7259e-03    0.0000e+00    6.3487e-04
     500   1.562500e+00  -1.7238e-03    0.0000e+00    6.3616e-04
     501   1.565625e+00  -1.7217e-03    0.0000e+00    6.3745e-04
     502   1.568750e+00  -1.7197e-03    0.0000e+00    6.3874e-04
     503   1.571875e+00  -1.7176e-03    0.0000e+00    6.4002e-04
     504   1.575000e+00  -1.7156e-03    0.0000e+00    6.4130e-04
     505   1.578125e+00  -1.7136e-03    0.0000e+00    6.4257e-04
     506   1.581250e+00  -1.7116e-03    0.0000e+00    6.4384e-04
     507   1.584375e+00  -1.7096e-03    0.0000e+00    6.4511e-04
     508   1.587500e+00  -1.7076e-03    0.0000e+00    6.4637e-04
     509   1.590625e+00  -1.7057e-03    0.0000e+00    6.4763e-04
     510   1.593750e+00  -1.7037e-03    0.0000e+00    6.4888e-04
     511   1.596875e+00  -1.7018e-03    0.0000e+00    6.5013e-04
     512   1.600000e+00  -1.6999e-03    0.0000e+00    6.5137e-04
     513   1.603125e+00  -1.6980e-03    0.0000e+00    6.5262e-04
     514   1.606250e+00  -1.6962e-03    0.0000e+00    6.5385e-04
     515   1.609375e+00  -1.6943e-03    0.0000e+00    6.5509e-04
     516   1.612500e+00  -1.6925e-03    0.0000e+00    6.5632e-04
     517   1.615625e+00  -1.6906e-03    0.0000e+00    6.5754e-04
     518   1.618750e+00  -1.6888e-03    0.0000e+00    6.5876e-04
     519   1.621875e+00  -1.6870e-03    0.0000e+00    6.5998e-04
     520   1.625000e+00  -1.6852e-03    0.0000e+00    6.6120e-04
     521   1.628125e+00  -1.6835e-03    0.0000e+00    6.6241e-04
     522   1.631250e+00  -1.6817e-03    0.0000e+00    6.6362e-04
     523   1.634375e+00  -1.6800e-03    0.0000e+00    6.6482e-04
     524   1.637500e+00  -1.6782e-03    0.0000e+00    6.6602e-04
     525   1.640625e+00  -1.6765e-03    0.0000e+00    6.6722e-04
     526   1.643750e+00  -1.6748e-03    0.0000e+00    6.6841e-04
     527   1.646875e+00  -1.6732e-03    0.0000e+00    6.6960e-04
     528   1.650000e+00  -1.6715e-03    0.0000e+00    6.7079e-04
     529   1.653125e+00  -1.6698e-03    0.0000e+00    6.7197e-04
     530   1.656250e+00  -1.6682e-03    0.0000e+00    6.7315e-04
     531   1.659375e+00  -1.6666e-03    0.0000e+00    6.7433e-04
     532   1.662500e+00  -1.6650e-03    0.0000e+00    6.7551e-04
     533   1.665625e+00  -1.6634e-03    0.0000e+00    6.7668e-04
     534   1.668750e+00  -1.6618e-03    0.0000e+00    6.7784e-04
     535   1.671875e+00  -1.6602e-03    0.0000e+00    6.7901e-04
     536   1.675000e+00  -1.6587e-03    0.0000e+00    6.8017e-04
     537   1.678125e+00  -1.6571e-03    0.0000e+00    6.8133e-04
     538   1.681250e+00  -1.6556e-03    0.0000e+00    6.8249e-04
     539   1.684375e+00  -1.6541e-03    0.0000e+00    6.8364e-04
     540   1.687500e+00  -1.6526e-03    0.0000e+00    6.8479e-04
     541   1.690625e+00  -1.6511e-03    0.0000e+00    6.8594e-04
     542   1.693750e+00  -1.6496e-03    0.0000e+00    6.8708e-04
     543   1.696875e+00  -1.6481e-03    0.0000e+00    6.8823e-04
     544   1.700000e+00  -1.6467e-03    0.0000e+00    6.8936e-04
     545   1.703125e+00  -1.6453e-03    0.0000e+00    6.9050e-04
     546   1.706250e+00  -1.6438e-03    0.0000e+00    6.9164e-04
     547   1.709375e+00  -1.6424e-03    0.0000e+00    6.9277e-04
     548   1.712500e+00  -1.6410e-03    0.0000e+00    6.9390e-04
     549   1.715625e+00  -1.6397e-03    0.0000e+00    6.9502e-04
     550   1.718750e+00  -1.6383e-03    0.0000e+00    6.9615e-04
     551   1.721875e+00  -1.6369e-03    0.0000e+00    6.9727e-04
     552   1.725000e+00  -1.6356e-03    0.0000e+00    6.9839e-04
     553   1.728125e+00  -1.6342e-03    0.0000e+00    6.9951e-04
     554   1.731250e+00  -1.6329e-03    0.0000e+00    7.0062e-04
     555   1.734375e+00  -1.6316e-03    0.0000e+00    7.0173e-04
     556   1.737500e+00  -1.6303e-03    0.0000e+00    7.0284e-04
     557   1.740625e+00  -1.6290e-03    0.0000e+00    7.0395e-04
     558   1.743750e+00  -1.6278e-03    0.0000e+00    7.0506e-04
     559   1.746875e+00  -1.6265e-03    0.0000e+00    7.0616e-04
     560   1.750000e+00  -1.6253e-03    0.0000e+00    7.0726e-04
     561   1.753125e+00  -1.6240e-03    0.0000e+00    7.0836e-04
     562   1.756250e+00  -1.6228e-03    0.0000e+00    7.0946e-04
     563   1.759375e+00  -1.6216e-03    0.0000e+00    7.1056e-04
     564   1.762500e+00  -1.6204e-03    0.0000e+00    7.1165e-04
     565   1.765625e+00  -1.6192e-03    0.0000e+00    7.1274e-04
     566   1.768750e+00  -1.6181e-03    0.0000e+00    7.1383e-04
     567   1.771875e+00  -1.6169e-03    0.0000e+00    7.1492e-04
     568   1.775000e+00  -1.6157e-03    0.0000e+00    7.1601e-04
     569   1.778125e+00  -1.6146e-03    0.0000e+00    7.1709e-04
     570   1.781250e+00  -1.6135e-03    0.0000e+00    7.1818e-04
     571   1.784375e+00  -1.6124e-03    0.0000e+00    7.1926e-04
     572   1.787500e+00  -1.6113e-03    0.0000e+00    7.2034e-04
     573   1.790625e+00  -1.6102e-03    0.0000e+00    7.2141e-04
     574   1.793750e+00  -1.6091e-03    0.0000e+00    7.2249e-04
     575   1.796875e+00  -1.6080e-03    0.0000e+00    7.2357e-04
     576   1.800000e+00  -1.6069e-03    0.0000e+00    7.2464e-04
     577   1.803125e+00  -1.6059e-03    0.0000e+00    7.2571e-04
     578   1.806250e+00  -1.6049e-03    0.0000e+00    7.2678e-04
     579   1.809375e+00  -1.6038e-03    0.0000e+00    7.2785e-04
     580   1.812500e+00  -1.6028e-03    0.0000e+00    7.2892e-04
     581   1.815625e+00  -1.6018e-03    0.0000e+00    7.2998e-04
     582   1.818750e+00  -1.6008e-03    0.0000e+00    7.3105e-04
     583   1.821875e+00  -1.5998e-03    0.0000e+00    7.3211e-04
     584   1.825000e+00  -1.5989e-03    0.0000e+00    7.3318e-04
     585   1.828125e+00  -1.5979e-03    0.0000e+00    7.3424e-04
     586   1.831250e+00  -1.5970e-03    0.0000e+00    7.3530e-04
     587   1.834375e+00  -1.5960e-03    0.0000e+00    7.3636e-04
     588   1.837500e+00  -1.5951e-03    0.0000e+00    7.3741e-04
     589   1.840625e+00  -1.5942e-03    0.0000e+00    7.3847e-04
     590   1.843750e+00  -1.5933e-03    0.0000e+00    7.3953e-04
     591   1.846875e+00  -1.5924e-03    0.0000e+00    7.4058e-04
     592   1.850000e+00  -1.5915e-03    0.0000e+00    7.4163e-04
     593   1.853125e+00  -1.5906e-03    0.0000e+00    7.4269e-04
     594   1.856250e+00  -1.5897e-03    0.0000e+00    7.4374e-04
     595   1.859375e+00  -1.5889e-03    0.0000e+00    7.4479e-04
     596   1.862500e+00  -1.5880e-03    0.0000e+00    7.4584e-04
     597   1.865625e+00  -1.5872e-03    0.0000e+00    7.4689e-04
     598   1.868750e+00  -1.5863e-03    0.0000e+00    7.4793e-04
     599   1.871875e+00  -1.5855e-03    0.0000e+00    7.4898e-04
     600   1.875000e+00  -1.5847e-03    0.0000e+00    7.5003e-04
     601   1.878125e+00  -1.5839e-03    0.0000e+00    7.5107e-04
     602   1.881250e+00  -1.5831e-03    0.0000e+00    7.5212e-04
     603   1.884375e+00  -1.5824e-03    0.0000e+00    7.5316e-04
     604   1.887500e+00  -1.5816e-03    0.0000e+00    7.5420e-04
     605   1.890625e+00  -1.5808e-03    0.0000e+00    7.5525e-04
     606   1.893750e+00  -1.5801e-03    0.0000e+00    7.5629e-04
     607   1.896875e+00  -1.5793e-03    0.0000e+00    7.5733e-04
     608   1.900000e+00  -1.5786e-03    0.0000e+00    7.5837e-04
     609   1.903125e+00  -1.5779e-03    0.0000e+00    7.5941e-04
     610   1.906250e+00  -1.5772e-03    0.0000e+00    7.6045e-04
     611   1.909375e+00  -1.5765e-03    0.0000e+00    7.6149e-04
     612   1.912500e+00  -1.5758e-03    0.0000e+00    7.6253e-04
     613   1.915625e+00  -1.5751e-03    0.0000e+00    7.6357e-04
     614   1.918750e+00  -1.5744e-03    0.0000e+00    7.6460e-04
     615   1.921875e+00  -1.5737e-03    0.0000e+00    7.6564e-04
     616   1.925000e+00  -1.5731e-03    0.0000e+00    7.6668e-04
     617   1.928125e+00  -1.5724e-03    0.0000e+00    7.6771e-04
     618   1.931250e+00  -1.5718e-03    0.0000e+00    7.6875e-04
     619   1.934375e+00  -1.5711e-03    0.0000e+00    7.6979e-04
     620   1.937500e+00  -1.5705e-03    0.0000e+00    7.7082e-04
     621   1.940625e+00  -1.5699e-03    0.0000e+00    7.7186e-04
     622   1.943750e+00  -1.5693e-03    0.0000e+00    7.7289e-04
     623   1.946875e+00  -1.5687e-03    0.0000e+00    7.7393e-04
     624   1.950000e+00  -1.5681e-03    0.0000e+00    7.7496e-04
     625   1.953125e+00  -1.5675e-03    0.0000e+00    7.7599e-04
     626   1.956250e+00  -1.5670e-03    0.0000e+00    7.7703e-04
     627   1.959375e+00  -1.5664e-03    0.0000e+00    7.7806e-04
     628   1.962500e+00  -1.5658e-03    0.0000e+00    7.7910e-04
     629   1.965625e+00  -1.5653e-03    0.0000e+00    7.8013e-04
     630   1.968750e+00  -1.5648e-03    0.0000e+00    7.8116e-04
     631   1.971875e+00  -1.5642e-03    0.0000e+00    7.8219e-04
     632   1.975000e+00  -1.5637e-03    0.0000e+00    7.8323e-04
     633   1.978125e+00  -1.5632e-03    0.0000e+00    7.8426e-04
     634   1.981250e+00  -1.5627e-03    0.0000e+00    7.8529e-04
     635   1.984375e+00  -1.5622e-03    0.0000e+00    7.8633e-04
     636   1.987500e+00  -1.5617e-03    0.0000e+00    7.8736e-04
     637   1.990625e+00  -1.5612e-03    0.0000e+00    7.8839e-04
     638   1.993750e+00  -1.5607e-03    0.0000e+00    7.8942e-04
     639   1.996875e+00  -1.5603e-03    0.0000e+00    7.9046e-04
     640   2.000000e+00  -1.5598e-03    0.0000e+00    7.9149e-04
     641   2.003125e+00  -1.5594e-03    0.0000e+00    7.9252e-04
     642   2.006250e+00  -1.5589e-03    0.0000e+00    7.9356e-04
     643   2.009375e+00  -1.5585e-03    0.0000e+00    7.9459e-04
     644   2.012500e+00  -1.5580e-03    0.0000e+00    7.9562e-04
     645   2.015625e+00  -1.5576e-03    0.0000e+00    7.9666e-04
     646   2.018750e+00  -1.5572e-03    0.0000e+00    7.9769e-04
     647   2.021875e+00  -1.5568e-03    0.0000e+00    7.9872e-04
     648   2.025000e+00  -1.5564e-03    0.0000e+00    7.9976e-04
     649   2.028125e+00  -1.5560e-03    0.0000e+00    8.0079e-04
     650   2.031250e+00  -1.5556e-03    0.0000e+00    8.0182e-04
     651   2.034375e+00  -1.5553e-03    0.0000e+00    8.0286e-04
     652   2.037500e+00  -1.5549e-03    0.0000e+00    8.0389e-04
     653   2.040625e+00  -1.5545e-03    0.0000e+00    8.0493e-04
     654   2.043750e+00  -1.5542e-03    0.0000e+00    8.0596e-04
     655   2.046875e+00  -1.5538e-03    0.0000e+00    8.0700e-04
     656   2.050000e+00  -1.5535e-03    0.0000e+00    8.0803e-04
     657   2.053125e+00  -1.5531e-03    0.0000e+00    8.0907e-04
     658   2.056250e+00  -1.5528e-03    0.0000e+00    8.1010e-04
     659   2.059375e+00  -1.5525e-03    0.0000e+00    8.1114e-04
     660   2.062500e+00  -1.5522e-03    0.0000e+00    8.1218e-04
     661   2.065625e+00  -1.5519e-03    0.0000e+00    8.1321e-04
     662   2.068750e+00  -1.5516e-03    0.0000e+00    8.1425e-04
     663   2.071875e+00  -1.5513e-03    0.0000e+00    8.1529e-04
     664   2.075000e+00  -1.5510e-03    0.0000e+00    8.1633e-04
     665   2.078125e+00  -1.5507e-03    0.0000e+00    8.1736e-04
     666   2.081250e+00  -1.5505e-03    0.0000e+00    8.1840e-04
     667   2.084375e+00  -1.5502e-03    0.0000e+00    8.1944e-04
     668   2.087500e+00  -1.5499e-03    0.0000e+00    8.2048e-04
     669   2.090625e+00  -1.5497e-03    0.0000e+00    8.2152e-04
     670   2.093750e+00  -1.5494e-03    0.0000e+00    8.2256e-04
     671   2.096875e+00  -1.5492e-03    0.0000e+00    8.2360e-04
     672   2.100000e+00  -1.5490e-03    0.0000e+00    8.2464e-04
     673   2.103125e+00  -1.5487e-03    0.0000e+00    8.2568e-04
     674   2.106250e+00  -1.5485e-03    0.0000e+00    8.2673e-04
     675   2.109375e+00  -1.5483e-03    0.0000e+00    8.2777e-04
     676   2.112500e+00  -1.5481e-03    0.0000e+00    8.2881e-04
     677   2.115625e+00  -1.5479e-03    0.0000e+00    8.2985e-04
     678   2.118750e+00  -1.5477e-03    0.0000e+00    8.3090e-04
     679   2.121875e+00  -1.5475e-03    0.0000e+00    8.3194e-04
     680   2.125000e+00  -1.5473e-03    0.0000e+00    8.3299e-04
     681   2.128125e+00  -1.5471e-03    0.0000e+00    8.3403e-04
     682   2.131250e+00  -1.5470e-03    0.0000e+00    8.3508e-04
     683   2.134375e+00  -1.5468e-03    0.0000e+00    8.3612e-04
     684   2.137500e+00  -1.5467e-03    0.0000e+00    8.3717e-04
     685   2.140625e+00  -1.5465e-03    0.0000e+00    8.3822e-04
     686   2.143750e+00  -1.5464e-03    0.0000e+00    8.3926e-04
     687   2.146875e+00  -1.5462e-03    0.0000e+00    8.4031e-04
     688   2.150000e+00  -1.5461e-03    0.0000e+00    8.4136e-04
     689   2.153125e+00  -1.5459e-03    0.0000e+00    8.4241e-04
     690   2.156250e+00  -1.5458e-03    0.0000e+00    8.4346e-04
     691   2.159375e+00  -1.5457e-03    0.0000e+00    8.4451e-04
     692   2.162500e+00  -1.5456e-03    0.0000e+00    8.4556e-04
     693   2.165625e+00  -1.5455e-03    0.0000e+00    8.4661e-04
     694   2.168750e+00  -1.5454e-03    0.0000e+00    8.4766e-04
     695   2.171875e+00  -1.5453e-03    0.0000e+00    8.4871e-04
     696   2.175000e+00  -1.5452e-03    0.0000e+00    8.4977e-04
     697   2.178125e+00  -1.5451e-03    0.0000e+00    8.5082e-04
     698   2.181250e+00  -1.5450e-03    0.0000e+00    8.5187e-04
     699   2.184375e+00  -1.5450e-03    0.0000e+00    8.5293e-04
     700   2.187500e+00  -1.5449e-03    0.0000e+00    8.5398e-04
     701   2.190625e+00  -1.5448e-03    0.0000e+00    8.5504e-04
     702   2.193750e+00  -1.5448e-03    0.0000e+00    8.5609e-04
     703   2.196875e+00  -1.5447e-03    0.0000e+00    8.5715e-04
     704   2.200000e+00  -1.5447e-03    0.0000e+00    8.5821e-04
     705   2.203125e+00  -1.5446e-03    0.0000e+00    8.5927e-04
     706   2.206250e+00  -1.5446e-03    0.0000e+00    8.6032e-04
     707   2.209375e+00  -1.5446e-03    0.0000e+00    8.6138e-04
     708   2.212500e+00  -1.5445e-03    0.0000e+00    8.6244e-04
     709   2.215625e+00  -1.5445e-03    0.0000e+00    8.6350e-04
     710   2.218750e+00  -1.5445e-03    0.0000e+00    8.6456e-04
     711   2.221875e+00  -1.5445e-03    0.0000e+00    8.6562e-04
     712   2.225000e+00  -1.5445e-03    0.0000e+00    8.6669e-04
     713   2.228125e+00  -1.5445e-03    0.0000e+00    8.6775e-04
     714   2.231250e+00  -1.5445e-03    0.0000e+00    8.6881e-04
     715   2.234375e+00  -1.5445e-03    0.0000e+00    8.6987e-04
     716   2.237500e+00  -1.5445e-03    0.0000e+00    8.7094e-04
     717   2.240625e+00  -1.5445e-03    0.0000e+00    8.7200e-04
     718   2.243750e+00  -1.5446e-03    0.0000e+00    8.7307e-04
     719   2.246875e+00  -1.5446e-03    0.0000e+00    8.7413e-04
     720   2.250000e+00  -1.5446e-03    0.0000e+00    8.7520e-04
     721   2.253125e+00  -1.5447e-03    0.0000e+00    8.7627e-04
     722   2.256250e+00  -1.5447e-03    0.0000e+00    8.7733e-04
     723   2.259375e+00  -1.5447e-03    0.0000e+00    8.7840e-04
     724   2.262500e+00  -1.5448e-03    0.0000e+00    8.7947e-04
     725   2.265625e+00  -1.5449e-03    0.0000e+00    8.8054e-04
     726   2.268750e+00  -1.5449e-03    0.0000e+00    8.8161e-04
     727   2.271875e+00  -1.5450e-03    0.0000e+00    8.8268e-04
     728   2.275000e+00  -1.5451e-03    0.0000e+00    8.8375e-04
     729   2.278125e+00  -1.5451e-03    0.0000e+00    8.8482e-04
     730   2.281250e+00  -1.5452e-03    0.0000e+00    8.8590e-04
     731   2.284375e+00  -1.5453e-03    0.0000e+00    8.8697e-04
     732   2.287500e+00  -1.5454e-03    0.0000e+00    8.8804e-04
     733   2.290625e+00  -1.5455e-03    0.0000e+00    8.8912e-04
     734   2.293750e+00  -1.5456e-03    0.0000e+00    8.9019e-04
     735   2.296875e+00  -1.5457e-03    0.0000e+00    8.9126e-04
     736   2.300000e+00  -1.5458e-03    0.0000e+00    8.9234e-04
     737   2.303125e+00  -1.5459e-03    0.0000e+00    8.9342e-04
     738   2.306250e+00  -1.5460e-03    0.0000e+00    8.9449e-04
     739   2.309375e+00  -1.5461e-03    0.0000e+00    8.9557e-04
     740   2.312500e+00  -1.5462e-03    0.0000e+00    8.9665e-04
     741   2.315625e+00  -1.5464e-03    0.0000e+00    8.9773e-04
     742   2.318750e+00  -1.5465e-03    0.0000e+00    8.9880e-04
     743   2.321875e+00  -1.5466e-03    0.0000e+00    8.9988e-04
     744   2.325000e+00  -1.5468e-03    0.0000e+00    9.0096e-04
     745   2.328125e+00  -1.5469e-03    0.0000e+00    9.0204e-04
     746   2.331250e+00  -1.5471e-03    0.0000e+00    9.0313e-04
     747   2.334375e+00  -1.5472e-03    0.0000e+00    9.0421e-04
     748   2.337500e+00  -1.5474e-03    0.0000e+00    9.0529e-04
     749   2.340625e+00  -1.5475e-03    0.0000e+00    9.0637e-04
     750   2.343750e+00  -1.5477e-03    0.0000e+00    9.0745e-04
     751   2.346875e+00  -1.5479e-03    0.0000e+00    9.0854e-04
     752   2.350000e+00  -1.5480e-03    0.0000e+00    9.0962e-04
     753   2.353125e+00  -1.5482e-03    0.0000e+00    9.1071e-04
     754   2.356250e+00  -1.5484e-03    0.0000e+00    9.1179e-04
     755   2.359375e+00  -1.5486e-03    0.0000e+00    9.1288e-04
     756   2.362500e+00  -1.5488e-03    0.0000e+00    9.1396e-04
     757   2.365625e+00  -1.5490e-03    0.0000e+00    9.1505e-04
     758   2.368750e+00  -1.5492e-03    0.0000e+00    9.1614e-04
     759   2.371875e+00  -1.5494e-03    0.0000e+00    9.1722e-04
     760   2.375000e+00  -1.5496e-03    0.0000e+00    9.1831e-04
     761   2.378125e+00  -1.5498e-03    0.0000e+00    9.1940e-04
     762   2.381250e+00  -1.5500e-03    0.0000e+00    9.2049e-04
     763   2.384375e+00  -1.5502e-03    0.0000e+00    9.2158e-04
     764   2.387500e+00  -1.5504e-03    0.0000e+00    9.2267e-04
     765   2.390625e+00  -1.5506e-03    0.0000e+00    9.2376e-04
     766   2.393750e+00  -1.5508e-03    0.0000e+00    9.2485e-04
     767   2.396875e+00  -1.5511e-03    0.0000e+00    9.2594e-04
     768   2.400000e+00  -1.5513e-03    0.0000e+00    9.2703e-04
     769   2.403125e+00  -1.5515e-03    0.0000e+00    9.2813e-04
     770   2.406250e+00  -1.5518e-03    0.0000e+00    9.2922e-04
     771   2.409375e+00  -1.5520e-03    0.0000e+00    9.3031e-04
     772   2.412500e+00  -1.5523e-03    0.0000e+00    9.3141e-04
